DateTime, ElementId, ElementIndex, x, y, z, Depth, Width, XSectionArea, Dispersion, Temperature, TotalAdvDispHeatBalance, TotalExternalHeatFluxesBalance, TotalRadFluxesHeatBalance, TotalEvapFluxHeatBalance, TotalConvFluxHeatBalance, TotalHeatBalance
0.000150462963, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8005980306, 0.01601196061, 0, 0, 0, 0, 0.01601196061
0.000150462963, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276415157, 0.01255283031, 0, 0, 0, 0, 0.01255283031
0.000150462963, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162518912, 0.008325037824, 0, 0, 0, 0, 0.008325037824
0.000150462963, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578884574, 0.003157769148, 0, 0, 0, 0, 0.003157769148
0.0001620381944, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421119104, 0.01884223821, 0, 0, 0, 0, 0.01884223821
0.0001620381944, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8005971078, 0.01601194216, 0, 0, 0, 0, 0.01601194216
0.0001620381944, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276459823, 0.01255291965, 0, 0, 0, 0, 0.01255291965
0.0001620381944, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162513423, 0.008325026846, 0, 0, 0, 0, 0.008325026846
0.0001620381944, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578916831, 0.003157833662, 0, 0, 0, 0, 0.003157833662
0.0001736111111, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421090226, 0.01884218045, 0, 0, 0, 0, 0.01884218045
0.0001736111111, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8006010551, 0.0160120211, 0, 0, 0, 0, 0.0160120211
0.0001736111111, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276439302, 0.0125528786, 0, 0, 0, 0, 0.0125528786
0.0001736111111, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162554897, 0.008325109794, 0, 0, 0, 0, 0.008325109794
0.0001736111111, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578889673, 0.003157779347, 0, 0, 0, 0, 0.003157779347
0.0001851863426, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.942113378, 0.01884226756, 0, 0, 0, 0, 0.01884226756
0.0001851863426, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.8005971718, 0.01601194344, 0, 0, 0, 0, 0.01601194344
0.0001851863426, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276486581, 0.01255297316, 0, 0, 0, 0, 0.01255297316
0.0001851863426, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162516956, 0.008325033912, 0, 0, 0, 0, 0.008325033912
0.0001851863426, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578933994, 0.003157867989, 0, 0, 0, 0, 0.003157867989
0.0001967592593, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.9421092892, 0.01884218578, 0, 0, 0, 0, 0.01884218578
0.0001967592593, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.800601488, 0.01601202976, 0, 0, 0, 0, 0.01601202976
0.0001967592593, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276447486, 0.01255289497, 0, 0, 0, 0, 0.01255289497
0.0001967592593, 3, 3, 0.7, 0, 0, 0.1, 0, 0.1, 0.1, 0.4162560547, 0.008325121095, 0, 0, 0, 0, 0.008325121095
0.0001967592593, 4, 4, 0.9, 0, 0, 0.1, 0, 0.1, 0.1, 0.1578893476, 0.003157786952, 0, 0, 0, 0, 0.003157786952
0.0002083344907, 0, 0, 0.1, 0, 0, 0.1, 0, 0.1, 0.1, 0.942113079, 0.01884226158, 0, 0, 0, 0, 0.01884226158
0.0002083344907, 1, 1, 0.3, 0, 0, 0.1, 0, 0.1, 0.1, 0.800597781, 0.01601195562, 0, 0, 0, 0, 0.01601195562
0.0002083344907, 2, 2, 0.5, 0, 0, 0.1, 0, 0.1, 0.1, 0.6276486037, 0.01255297207, 0, 0, 0, 0, 0.01255297207
