DateTime, ElementId, ElementIndex, x, y, z, Temperature, UpstreamJunctionTemperature, DownstreamJunctionTemperature
0.0002893518519, 2, 2, 0.5, 0, 0, 1.226941445e+79, 1.390437307e+79, 1.046224757e+79
0.0002893518519, 3, 3, 0.7, 0, 0, 8.65508069e+78, 1.046224757e+79, 6.657782059e+78
0.0002893518519, 4, 4, 0.9, 0, 0, 4.660483429e+78, 6.657782059e+78, 0
0.0003009259259, 0, 0, 0.1, 0, 0, 1.849799062e+79, 1, 1.701866116e+79
0.0003009259259, 1, 1, 0.3, 0, 0, 1.55393317e+79, 1.701866116e+79, 1.390437307e+79
0.0003009259259, 2, 2, 0.5, 0, 0, 1.226941445e+79, 1.390437307e+79, 1.046224757e+79
0.0003009259259, 3, 3, 0.7, 0, 0, 8.655080686e+78, 1.046224757e+79, 6.657782059e+78
0.0003009259259, 4, 4, 0.9, 0, 0, 4.660483431e+78, 6.657782059e+78, 0
0.0003125, 0, 0, 0.1, 0, 0, 1.849799062e+79, 1, 1.701866116e+79
0.0003125, 1, 1, 0.3, 0, 0, 1.553933169e+79, 1.701866116e+79, 1.390437307e+79
0.0003125, 2, 2, 0.5, 0, 0, 1.226941445e+79, 1.390437307e+79, 1.046224757e+79
0.0003125, 3, 3, 0.7, 0, 0, 8.655080683e+78, 1.046224757e+79, 6.657782058e+78
0.0003125, 4, 4, 0.9, 0, 0, 4.660483433e+78, 6.657782058e+78, 0
0.0003240740741, 0, 0, 0.1, 0, 0, 1.849799062e+79, 1, 1.701866115e+79
0.0003240740741, 1, 1, 0.3, 0, 0, 1.553933169e+79, 1.701866115e+79, 1.390437307e+79
0.0003240740741, 2, 2, 0.5, 0, 0, 1.226941446e+79, 1.390437307e+79, 1.046224757e+79
0.0003240740741, 3, 3, 0.7, 0, 0, 8.65508068e+78, 1.046224757e+79, 6.657782057e+78
0.0003240740741, 4, 4, 0.9, 0, 0, 4.660483435e+78, 6.657782057e+78, 0
0.0003356481481, 0, 0, 0.1, 0, 0, 1.849799062e+79, 1, 1.701866115e+79
0.0003356481481, 1, 1, 0.3, 0, 0, 1.553933169e+79, 1.701866115e+79, 1.390437307e+79
0.0003356481481, 2, 2, 0.5, 0, 0, 1.226941446e+79, 1.390437307e+79, 1.046224757e+79
0.0003356481481, 3, 3, 0.7, 0, 0, 8.655080677e+78, 1.046224757e+79, 6.657782057e+78
0.0003356481481, 4, 4, 0.9, 0, 0, 4.660483437e+78, 6.657782057e+78, 0
0.0003472222222, 0, 0, 0.1, 0, 0, 1.849799062e+79, 1, 1.701866115e+79
0.0003472222222, 1, 1, 0.3, 0, 0, 1.553933168e+79, 1.701866115e+79, 1.390437307e+79
0.0003472222222, 2, 2, 0.5, 0, 0, 1.226941446e+79, 1.390437307e+79, 1.046224757e+79
0.0003472222222, 3, 3, 0.7, 0, 0, 8.655080674e+78, 1.046224757e+79, 6.657782056e+78
0.0003472222222, 4, 4, 0.9, 0, 0, 4.660483438e+78, 6.657782056e+78, 0
0.0003587962963, 0, 0, 0.1, 0, 0, 1.849799062e+79, 1, 1.701866115e+79
0.0003587962963, 1, 1, 0.3, 0, 0, 1.553933168e+79, 1.701866115e+79, 1.390437307e+79
0.0003587962963, 2, 2, 0.5, 0, 0, 1.226941447e+79, 1.390437307e+79, 1.046224757e+79
0.0003587962963, 3, 3, 0.7, 0, 0, 8.655080671e+78, 1.046224757e+79, 6.657782055e+78
0.0003587962963, 4, 4, 0.9, 0, 0, 4.66048344e+78, 6.657782055e+78, 0
0.0003703703704, 0, 0, 0.1, 0, 0, 1.849799063e+79, 1, 1.701866115e+79
0.0003703703704, 1, 1, 0.3, 0, 0, 1.553933168e+79, 1.701866115e+79, 1.390437307e+79
0.0003703703704, 2, 2, 0.5, 0, 0, 1.226941447e+79, 1.390437307e+79, 1.046224757e+79
0.0003703703704, 3, 3, 0.7, 0, 0, 8.655080668e+78, 1.046224757e+79, 6.657782055e+78
0.0003703703704, 4, 4, 0.9, 0, 0, 4.660483441e+78, 6.657782055e+78, 0
0.0003819444444, 0, 0, 0.1, 0, 0, 1.849799063e+79, 1, 1.701866115e+79
0.0003819444444, 1, 1, 0.3, 0, 0, 1.553933168e+79, 1.701866115e+79, 1.390437307e+79
0.0003819444444, 2, 2, 0.5, 0, 0, 1.226941447e+79, 1.390437307e+79, 1.046224757e+79
0.0003819444444, 3, 3, 0.7, 0, 0, 8.655080666e+78, 1.046224757e+79, 6.657782054e+78
0.0003819444444, 4, 4, 0.9, 0, 0, 4.660483443e+78, 6.657782054e+78, 0
0.0003935185185, 0, 0, 0.1, 0, 0, 1.849799063e+79, 1, 1.701866115e+79
0.0003935185185, 1, 1, 0.3, 0, 0, 1.553933167e+79, 1.701866115e+79, 1.390437307e+79
0.0003935185185, 2, 2, 0.5, 0, 0, 1.226941448e+79, 1.390437307e+79, 1.046224757e+79
0.0003935185185, 3, 3, 0.7, 0, 0, 8.655080663e+78, 1.046224757e+79, 6.657782054e+78
0.0003935185185, 4, 4, 0.9, 0, 0, 4.660483444e+78, 6.657782054e+78, 0
0.0004050925926, 0, 0, 0.1, 0, 0, 1.849799063e+79, 1, 1.701866115e+79
0.0004050925926, 1, 1, 0.3, 0, 0, 1.553933167e+79, 1.701866115e+79, 1.390437308e+79
0.0004050925926, 2, 2, 0.5, 0, 0, 1.226941448e+79, 1.390437308e+79, 1.046224757e+79
0.0004050925926, 3, 3, 0.7, 0, 0, 8.655080661e+78, 1.046224757e+79, 6.657782053e+78
0.0004050925926, 4, 4, 0.9, 0, 0, 4.660483446e+78, 6.657782053e+78, 0
0.0004166666667, 0, 0, 0.1, 0, 0, 1.849799063e+79, 1, 1.701866115e+79
0.0004166666667, 1, 1, 0.3, 0, 0, 1.553933167e+79, 1.701866115e+79, 1.390437308e+79
0.0004166666667, 2, 2, 0.5, 0, 0, 1.226941448e+79, 1.390437308e+79, 1.046224757e+79
0.0004166666667, 3, 3, 0.7, 0, 0, 8.655080659e+78, 1.046224757e+79, 6.657782053e+78
0.0004166666667, 4, 4, 0.9, 0, 0, 4.660483447e+78, 6.657782053e+78, 0
0.0004282407407, 0, 0, 0.1, 0, 0, 1.849799063e+79, 1, 1.701866115e+79
0.0004282407407, 1, 1, 0.3, 0, 0, 1.553933167e+79, 1.701866115e+79, 1.390437308e+79
0.0004282407407, 2, 2, 0.5, 0, 0, 1.226941448e+79, 1.390437308e+79, 1.046224757e+79
0.0004282407407, 3, 3, 0.7, 0, 0, 8.655080657e+78, 1.046224757e+79, 6.657782053e+78
0.0004282407407, 4, 4, 0.9, 0, 0, 4.660483448e+78, 6.657782053e+78, 0
0.0004398148148, 0, 0, 0.1, 0, 0, 1.849799063e+79, 1, 1.701866115e+79
0.0004398148148, 1, 1, 0.3, 0, 0, 1.553933167e+79, 1.701866115e+79, 1.390437308e+79
0.0004398148148, 2, 2, 0.5, 0, 0, 1.226941449e+79, 1.390437308e+79, 1.046224757e+79
0.0004398148148, 3, 3, 0.7, 0, 0, 8.655080655e+78, 1.046224757e+79, 6.657782052e+78
0.0004398148148, 4, 4, 0.9, 0, 0, 4.660483449e+78, 6.657782052e+78, 0
0.0004513888889, 0, 0, 0.1, 0, 0, 1.849799063e+79, 1, 1.701866115e+79
0.0004513888889, 1, 1, 0.3, 0, 0, 1.553933166e+79, 1.701866115e+79, 1.390437308e+79
0.0004513888889, 2, 2, 0.5, 0, 0, 1.226941449e+79, 1.390437308e+79, 1.046224757e+79
0.0004513888889, 3, 3, 0.7, 0, 0, 8.655080653e+78, 1.046224757e+79, 6.657782052e+78
0.0004513888889, 4, 4, 0.9, 0, 0, 4.660483451e+78, 6.657782052e+78, 0
0.000462962963, 0, 0, 0.1, 0, 0, 1.849799064e+79, 1, 1.701866115e+79
0.000462962963, 1, 1, 0.3, 0, 0, 1.553933166e+79, 1.701866115e+79, 1.390437308e+79
0.000462962963, 2, 2, 0.5, 0, 0, 1.226941449e+79, 1.390437308e+79, 1.046224757e+79
0.000462962963, 3, 3, 0.7, 0, 0, 8.655080651e+78, 1.046224757e+79, 6.657782051e+78
0.000462962963, 4, 4, 0.9, 0, 0, 4.660483452e+78, 6.657782051e+78, 0
0.000474537037, 0, 0, 0.1, 0, 0, 1.849799064e+79, 1, 1.701866115e+79
0.000474537037, 1, 1, 0.3, 0, 0, 1.553933166e+79, 1.701866115e+79, 1.390437308e+79
0.000474537037, 2, 2, 0.5, 0, 0, 1.226941449e+79, 1.390437308e+79, 1.046224757e+79
0.000474537037, 3, 3, 0.7, 0, 0, 8.655080649e+78, 1.046224757e+79, 6.657782051e+78
0.000474537037, 4, 4, 0.9, 0, 0, 4.660483453e+78, 6.657782051e+78, 0
0.0004861111111, 0, 0, 0.1, 0, 0, 1.849799064e+79, 1, 1.701866115e+79
0.0004861111111, 1, 1, 0.3, 0, 0, 1.553933166e+79, 1.701866115e+79, 1.390437308e+79
0.0004861111111, 2, 2, 0.5, 0, 0, 1.226941449e+79, 1.390437308e+79, 1.046224757e+79
0.0004861111111, 3, 3, 0.7, 0, 0, 8.655080647e+78, 1.046224757e+79, 6.657782051e+78
0.0004861111111, 4, 4, 0.9, 0, 0, 4.660483454e+78, 6.657782051e+78, 0
0.0004976863426, 0, 0, 0.1, 0, 0, 1.849799059e+79, 1, 1.701866117e+79
0.0004976863426, 1, 1, 0.3, 0, 0, 1.553933174e+79, 1.701866117e+79, 1.390437307e+79
0.0004976863426, 2, 2, 0.5, 0, 0, 1.22694144e+79, 1.390437307e+79, 1.046224757e+79
0.0004976863426, 3, 3, 0.7, 0, 0, 8.655080736e+78, 1.046224757e+79, 6.657782069e+78
0.0004976863426, 4, 4, 0.9, 0, 0, 4.660483402e+78, 6.657782069e+78, 0
0.0005092592593, 0, 0, 0.1, 0, 0, 1.849799054e+79, 1, 1.701866119e+79
0.0005092592593, 1, 1, 0.3, 0, 0, 1.553933183e+79, 1.701866119e+79, 1.390437306e+79
0.0005092592593, 2, 2, 0.5, 0, 0, 1.226941429e+79, 1.390437306e+79, 1.046224756e+79
0.0005092592593, 3, 3, 0.7, 0, 0, 8.655080832e+78, 1.046224756e+79, 6.657782089e+78
0.0005092592593, 4, 4, 0.9, 0, 0, 4.660483345e+78, 6.657782089e+78, 0
0.0005208344907, 0, 0, 0.1, 0, 0, 1.849799058e+79, 1, 1.701866117e+79
0.0005208344907, 1, 1, 0.3, 0, 0, 1.553933176e+79, 1.701866117e+79, 1.390437307e+79
0.0005208344907, 2, 2, 0.5, 0, 0, 1.226941438e+79, 1.390437307e+79, 1.046224756e+79
0.0005208344907, 3, 3, 0.7, 0, 0, 8.655080751e+78, 1.046224756e+79, 6.657782072e+78
0.0005208344907, 4, 4, 0.9, 0, 0, 4.660483393e+78, 6.657782072e+78, 0
0.0005324074074, 0, 0, 0.1, 0, 0, 1.849799054e+79, 1, 1.701866119e+79
0.0005324074074, 1, 1, 0.3, 0, 0, 1.553933183e+79, 1.701866119e+79, 1.390437306e+79
0.0005324074074, 2, 2, 0.5, 0, 0, 1.226941429e+79, 1.390437306e+79, 1.046224756e+79
0.0005324074074, 3, 3, 0.7, 0, 0, 8.655080831e+78, 1.046224756e+79, 6.657782088e+78
0.0005324074074, 4, 4, 0.9, 0, 0, 4.660483346e+78, 6.657782088e+78, 0
0.0005439826389, 0, 0, 0.1, 0, 0, 1.849799058e+79, 1, 1.701866117e+79
0.0005439826389, 1, 1, 0.3, 0, 0, 1.553933175e+79, 1.701866117e+79, 1.390437307e+79
0.0005439826389, 2, 2, 0.5, 0, 0, 1.226941438e+79, 1.390437307e+79, 1.046224756e+79
0.0005439826389, 3, 3, 0.7, 0, 0, 8.655080748e+78, 1.046224756e+79, 6.657782071e+78
0.0005439826389, 4, 4, 0.9, 0, 0, 4.660483395e+78, 6.657782071e+78, 0
0.0005555555556, 0, 0, 0.1, 0, 0, 1.849799054e+79, 1, 1.701866118e+79
0.0005555555556, 1, 1, 0.3, 0, 0, 1.553933183e+79, 1.701866118e+79, 1.390437306e+79
0.0005555555556, 2, 2, 0.5, 0, 0, 1.226941429e+79, 1.390437306e+79, 1.046224756e+79
0.0005555555556, 3, 3, 0.7, 0, 0, 8.655080828e+78, 1.046224756e+79, 6.657782088e+78
0.0005555555556, 4, 4, 0.9, 0, 0, 4.660483347e+78, 6.657782088e+78, 0
0.000567130787, 0, 0, 0.1, 0, 0, 1.849799059e+79, 1, 1.701866117e+79
0.000567130787, 1, 1, 0.3, 0, 0, 1.553933175e+79, 1.701866117e+79, 1.390437307e+79
0.000567130787, 2, 2, 0.5, 0, 0, 1.226941438e+79, 1.390437307e+79, 1.046224756e+79
0.000567130787, 3, 3, 0.7, 0, 0, 8.655080745e+78, 1.046224756e+79, 6.657782071e+78
0.000567130787, 4, 4, 0.9, 0, 0, 4.660483396e+78, 6.657782071e+78, 0
0.0005787037037, 0, 0, 0.1, 0, 0, 1.849799054e+79, 1, 1.701866118e+79
0.0005787037037, 1, 1, 0.3, 0, 0, 1.553933182e+79, 1.701866118e+79, 1.390437306e+79
0.0005787037037, 2, 2, 0.5, 0, 0, 1.22694143e+79, 1.390437306e+79, 1.046224756e+79
0.0005787037037, 3, 3, 0.7, 0, 0, 8.655080825e+78, 1.046224756e+79, 6.657782087e+78
0.0005787037037, 4, 4, 0.9, 0, 0, 4.660483349e+78, 6.657782087e+78, 0
0.0005902789352, 0, 0, 0.1, 0, 0, 1.849799059e+79, 1, 1.701866117e+79
0.0005902789352, 1, 1, 0.3, 0, 0, 1.553933175e+79, 1.701866117e+79, 1.390437307e+79
0.0005902789352, 2, 2, 0.5, 0, 0, 1.226941439e+79, 1.390437307e+79, 1.046224757e+79
0.0005902789352, 3, 3, 0.7, 0, 0, 8.655080742e+78, 1.046224757e+79, 6.65778207e+78
0.0005902789352, 4, 4, 0.9, 0, 0, 4.660483398e+78, 6.65778207e+78, 0
0.0006018518519, 0, 0, 0.1, 0, 0, 1.849799054e+79, 1, 1.701866118e+79
0.0006018518519, 1, 1, 0.3, 0, 0, 1.553933182e+79, 1.701866118e+79, 1.390437306e+79
0.0006018518519, 2, 2, 0.5, 0, 0, 1.22694143e+79, 1.390437306e+79, 1.046224756e+79
0.0006018518519, 3, 3, 0.7, 0, 0, 8.655080823e+78, 1.046224756e+79, 6.657782087e+78
0.0006018518519, 4, 4, 0.9, 0, 0, 4.66048335e+78, 6.657782087e+78, 0
0.0006134270833, 0, 0, 0.1, 0, 0, 1.849799059e+79, 1, 1.701866117e+79
0.0006134270833, 1, 1, 0.3, 0, 0, 1.553933174e+79, 1.701866117e+79, 1.390437307e+79
0.0006134270833, 2, 2, 0.5, 0, 0, 1.226941439e+79, 1.390437307e+79, 1.046224757e+79
0.0006134270833, 3, 3, 0.7, 0, 0, 8.65508074e+78, 1.046224757e+79, 6.657782069e+78
0.0006134270833, 4, 4, 0.9, 0, 0, 4.660483399e+78, 6.657782069e+78, 0
0.000625, 0, 0, 0.1, 0, 0, 1.849799055e+79, 1, 1.701866118e+79
0.000625, 1, 1, 0.3, 0, 0, 1.553933182e+79, 1.701866118e+79, 1.390437306e+79
0.000625, 2, 2, 0.5, 0, 0, 1.22694143e+79, 1.390437306e+79, 1.046224756e+79
0.000625, 3, 3, 0.7, 0, 0, 8.65508082e+78, 1.046224756e+79, 6.657782086e+78
0.000625, 4, 4, 0.9, 0, 0, 4.660483352e+78, 6.657782086e+78, 0
0.0006365752315, 0, 0, 0.1, 0, 0, 1.849799059e+79, 1, 1.701866117e+79
0.0006365752315, 1, 1, 0.3, 0, 0, 1.553933174e+79, 1.701866117e+79, 1.390437307e+79
0.0006365752315, 2, 2, 0.5, 0, 0, 1.226941439e+79, 1.390437307e+79, 1.046224757e+79
0.0006365752315, 3, 3, 0.7, 0, 0, 8.655080737e+78, 1.046224757e+79, 6.657782069e+78
0.0006365752315, 4, 4, 0.9, 0, 0, 4.660483401e+78, 6.657782069e+78, 0
0.0006481481481, 0, 0, 0.1, 0, 0, 1.849799055e+79, 1, 1.701866118e+79
0.0006481481481, 1, 1, 0.3, 0, 0, 1.553933182e+79, 1.701866118e+79, 1.390437306e+79
0.0006481481481, 2, 2, 0.5, 0, 0, 1.22694143e+79, 1.390437306e+79, 1.046224756e+79
0.0006481481481, 3, 3, 0.7, 0, 0, 8.655080818e+78, 1.046224756e+79, 6.657782086e+78
